ID,NAME,CITY,STATE,TYPE,STATUS,COUNTY,OWNER,BEDS,PlaceName_Cleaned
79578410,THE CORPUS CHRISTI MEDICAL CENTER - NORTHWEST,CORPUS CHRISTI,TX,GENERAL ACUTE CARE,OPEN,NUECES,PROPRIETARY,89,Corpus Christi
80076932,REAGAN MEMORIAL HOSPITAL,BIG LAKE,TX,GENERAL ACUTE CARE,OPEN,REAGAN,GOVERNMENT - DISTRICT/AUTHORITY,7,Big Lake
80175087,BAYLOR EMERGENCY MEDICAL CENTER,ROCKWALL,TX,GENERAL ACUTE CARE,OPEN,ROCKWALL,PROPRIETARY,8,Rockwall
80376248,BAYLOR EMERGENCY MEDICAL CENTER,KELLER,TX,GENERAL ACUTE CARE,OPEN,TARRANT,PROPRIETARY,8,Keller
80476028,BAYLOR EMERGENCY MEDICAL CENTER,BURLESON,TX,GENERAL ACUTE CARE,OPEN,TARRANT,PROPRIETARY,8,Burleson
80576063,BAYLOR EMERGENCY MEDICAL CENTER,MANSFIELD,TX,GENERAL ACUTE CARE,OPEN,TARRANT,PROPRIETARY,8,Mansfield
165558701,TRINITY HOSPITAL - SAINT JOSEPHS,MINOT,ND,GENERAL ACUTE CARE,OPEN,WARD,NON-PROFIT,251,Minot
80676034,BAYLOR EMERGENCY MEDICAL CENTER,COLLEYVILLE,TX,GENERAL ACUTE CARE,OPEN,TARRANT,PROPRIETARY,8,Colleyville
80876177,MEDICAL CENTER OF ALLIANCE,FORT WORTH,TX,GENERAL ACUTE CARE,OPEN,TARRANT,PROPRIETARY,55,Fort Worth
81176109,TEXAS HEALTH HOSPITAL CLEARFORK,FORT WORTH,TX,GENERAL ACUTE CARE,OPEN,TARRANT,NON-PROFIT,54,Fort Worth
81376905,SHANNON MEDICAL CENTER ST JOHNS CAMPUS,SAN ANGELO,TX,GENERAL ACUTE CARE,OPEN,TOM GREEN,NON-PROFIT,108,San Angelo
81977904,DETAR NORTH,VICTORIA,TX,GENERAL ACUTE CARE,OPEN,VICTORIA,PROPRIETARY,115,Victoria
144124501,CENTRA LYNCHBURG GENERAL HOSPITAL,LYNCHBURG,VA,GENERAL ACUTE CARE,OPEN,LYNCHBURG,NON-PROFIT,385,Lynchburg
145323116,SHELTERING ARMS REHABILITATION HOSPITAL,MECHANICSVILLE,VA,REHABILITATION,OPEN,HANOVER,NOT AVAILABLE,40,Mechanicsville
145622601,WINCHESTER REHABILITATION CENTER,WINCHESTER,VA,REHABILITATION,OPEN,WINCHESTER,NOT AVAILABLE,NA,Winchester
147322801,SENTARA RMH MEDICAL CENTER,HARRISONBURG,VA,GENERAL ACUTE CARE,OPEN,ROCKINGHAM,NON-PROFIT,238,Harrisonburg
148224211,JOHNSTON MEMORIAL HOSPITAL,ABINGDON,VA,GENERAL ACUTE CARE,OPEN,WASHINGTON,NON-PROFIT,116,Abingdon
147522664,VALLEY HEALTH SHENANDOAH MEMORIAL HOSPITAL,WOODSTOCK,VA,CRITICAL ACCESS,OPEN,SHENANDOAH,NON-PROFIT,25,Woodstock
149198168,NAVOS,SEATTLE,WA,PSYCHIATRIC,OPEN,KING,NON-PROFIT,40,Seattle
15576234,WISE REGIONAL HEALTH SYSTEM,DECATUR,TX,GENERAL ACUTE CARE,OPEN,WISE,GOVERNMENT - DISTRICT/AUTHORITY,99,Decatur
9768701,NORFOLK REGIONAL CENTER,NORFOLK,NE,PSYCHIATRIC,OPEN,MADISON,GOVERNMENT - STATE,150,Norfolk
105168410,CHI HEALTH ST MARY'S,NEBRASKA CITY,NE,CRITICAL ACCESS,OPEN,OTOE,NON-PROFIT,18,Nebraska City
2468701,FAITH REGIONAL HEALTH SERVICES,NORFOLK,NE,GENERAL ACUTE CARE,OPEN,MADISON,NON-PROFIT,111,Norfolk
9668701,FAITH REGIONAL HEALTH SERVICES EAST CAMPUS,NORFOLK,NE,GENERAL ACUTE CARE,OPEN,MADISON,NON-PROFIT,20,Norfolk
4069101,GREAT PLAINS REGIONAL MEDICAL CENTER,NORTH PLATTE,NE,GENERAL ACUTE CARE,OPEN,LINCOLN,NON-PROFIT,116,North Platte
6058601,ST JOSEPH'S HOSPITAL AND HEALTH CENTER,DICKINSON,ND,CRITICAL ACCESS,OPEN,STARK,NON-PROFIT,25,Dickinson
155683702,ST. LUKE'S REHABILITATION,BOISE,ID,REHABILITATION,OPEN,ADA,NON-PROFIT,NA,Boise City
155583642,ST. LUKE'S MERIDIAN MEDICAL CENTER,MERIDIAN,ID,SPECIAL,OPEN,ADA,NON-PROFIT,NA,Meridian
155483712,ST. LUKE'S REGIONAL MEDICAL CENTER,BOISE,ID,GENERAL ACUTE CARE,OPEN,ADA,NON-PROFIT,604,Boise City
155783642,VIBRA HOSPITAL OF BOISE,MERIDIAN,ID,GENERAL ACUTE CARE,OPEN,ADA,PROPRIETARY,60,Meridian
4428111,CAROLINAS HEALTHCARE SYSTEM UNION,MONROE,NC,GENERAL ACUTE CARE,OPEN,UNION,GOVERNMENT - DISTRICT/AUTHORITY,227,Monroe
12127614,WAKEMED NORTH,RALEIGH,NC,GENERAL ACUTE CARE,OPEN,WAKE,NON-PROFIT,61,Raleigh
156346805,VIBRA HOSPITAL OF FORT WAYNE,FORT WAYNE,IN,LONG TERM CARE,OPEN,ALLEN,PROPRIETARY,48,Fort Wayne
6158201,ALTRU SPECIALTY HOSPITAL,GRAND FORKS,ND,GENERAL ACUTE CARE,OPEN,GRAND FORKS,NON-PROFIT,45,Grand Forks
2858220,PEMBINA COUNTY MEMORIAL HOSPITAL,CAVALIER,ND,CRITICAL ACCESS,OPEN,PEMBINA,NON-PROFIT,20,Cavalier
167684184,SANFORD MEDICAL CENTER FARGO,FARGO,ND,GENERAL ACUTE CARE,OPEN,CASS,NON-PROFIT,228,Fargo
156846947,LOGANSPORT STATE HOSPITAL,LOGANSPORT,IN,PSYCHIATRIC,OPEN,CASS,GOVERNMENT - STATE,NA,Logansport
167684185,SANFORD TRANSPLANT CENTER,FARGO,ND,GENERAL ACUTE CARE,OPEN,CASS,NON-PROFIT,NA,Fargo
157366536,COMMUNITY HOSPITAL ONAGA LTCU,ST MARYS,KS,LONG TERM CARE,OPEN,POTTAWATOMIE,NOT AVAILABLE,NA,St Marys
157767701,ALLEN COUNTY REGIONAL HOSPITAL,IOLA,KS,CRITICAL ACCESS,OPEN,ALLEN,GOVERNMENT - LOCAL,NA,Iola
156083340,ST. LUKE'S WOOD RIVER MEDICAL CENTER,KETCHUM,ID,SPECIAL,OPEN,BLAINE,NON-PROFIT,25,Ketchum
155883252,NELL J. REDFIELD MEMORIAL HOSPITAL,MALAD CITY,ID,GENERAL ACUTE CARE,OPEN,ONEIDA,NOT AVAILABLE,11,Malad City
157966871,COFFEY COUNTY HOSPITAL LTCU,WAVERLY,KS,LONG TERM CARE,OPEN,COFFEY,GOVERNMENT - LOCAL,NA,Waverly
158067572,GRISELL MEMORIAL HOSPITAL LTCU,RANSOM,KS,LONG TERM CARE,OPEN,NESS,NOT AVAILABLE,NA,Ransom
22277550,UNIVERSITY OF TEXAS MEDICAL BRANCH HOSPITAL,GALVESTON,TX,GENERAL ACUTE CARE,OPEN,GALVESTON,GOVERNMENT - STATE,370,Galveston
22576048,LAKE GRANBURY MEDICAL CENTER,GREENVILLE,TX,GENERAL ACUTE CARE,OPEN,HOOD,PROPRIETARY,83,Greenville
23576642,LIMESTONE MEDICAL CENTER,HAMLIN,TX,CRITICAL ACCESS,OPEN,LIMESTONE,GOVERNMENT - DISTRICT/AUTHORITY,20,Hamlin
166184097,CENTER FOR CHANGE,OREM,UT,PSYCHIATRIC,OPEN,UTAH,NOT AVAILABLE,NA,Orem
166784511,BLUE MOUNTAIN HOSPITAL,BLANDING,UT,CRITICAL ACCESS,OPEN,SAN JUAN,NOT AVAILABLE,NA,Blanding
166884143,LDS HOSPITAL,SALT LAKE CITY,UT,GENERAL ACUTE CARE,OPEN,SALT LAKE,NON-PROFIT,241,Salt Lake City
1074464,CHEROKEE NATION W. W. HASTINGS HOSPITAL,TAHLEQUAH,OK,CRITICAL ACCESS,OPEN,CHEROKEE,GOVERNMENT - FEDERAL,NA,Tahlequah
1173507,LAWTON HOSPITAL,LAWTON,OK,CRITICAL ACCESS,OPEN,COMANCHE,GOVERNMENT - FEDERAL,26,Lawton
167684143,HOLLY HILL HOSPITAL,RALEIGH,NC,PSYCHIATRIC,OPEN,WAKE,PROPRIETARY,NA,Raleigh
158667070,KIOWA DISTRICT HOSPITAL,KIOWA,KS,CRITICAL ACCESS,OPEN,BARBER,NOT AVAILABLE,10,Kiowa
1799801,BARTLETT REGIONAL HOSPITAL,JUNEAU,AK,CRITICAL ACCESS,OPEN,JUNEAU,GOVERNMENT - FEDERAL,NA,Juneau
27177074,MEMORIAL HERMANN SOUTHWEST HOSPITAL,HOUSTON,TX,GENERAL ACUTE CARE,OPEN,HARRIS,NON-PROFIT,547,Houston
1439350,MS BAND OF CHOCTAW HOSPITAL,CHOCTAW,MS,CRITICAL ACCESS,OPEN,NESHOBA,GOVERNMENT - FEDERAL,NA,Choctaw
2574820,CHICKASAW NATION MEDICAL CENTER,ADA,OK,CRITICAL ACCESS,OPEN,PONTOTOC,GOVERNMENT - FEDERAL,NA,Ada
2987327,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,ZUNI,NM,CRITICAL ACCESS,OPEN,MCKINLEY,GOVERNMENT - FEDERAL,28,Zuni
27477065,CYPRESS FAIRBANKS MEDICAL CENTER,HOUSTON,TX,GENERAL ACUTE CARE,OPEN,HARRIS,PROPRIETARY,180,Houston
3174571,CHOCTAW NATION INDIAN HOSPITAL (TALIHINA),TALIHINA,OK,CRITICAL ACCESS,OPEN,LATIMER,GOVERNMENT - FEDERAL,NA,Talihina
3374017,CLAREMORE HOSPITAL,CLAREMORE,OK,CRITICAL ACCESS,OPEN,ROGERS,GOVERNMENT - FEDERAL,NA,Claremore
4157570,ROSEBUD HOSPITAL,ROSEBUD,SD,CRITICAL ACCESS,OPEN,TODD,GOVERNMENT - FEDERAL,35,Rosebud
4057770,PINE RIDGE HOSPITAL,PINE RIDGE,SD,CRITICAL ACCESS,OPEN,SHANNON,GOVERNMENT - FEDERAL,45,Pine Ridge
4468071,WINNEBAGO HOSPITAL,WINNEBAGO,NE,CRITICAL ACCESS,OPEN,THURSTON,GOVERNMENT - FEDERAL,NA,Winnebago
4659417,BLACKFEET COMMUNITY HOSPITAL,BROWNING,MT,CRITICAL ACCESS,OPEN,GLACIER,GOVERNMENT - FEDERAL,NA,Browning
8,IRWIN ARMY COMMUNITY HOSPITAL,FORT RILEY,KS,MILITARY,OPEN,GEARY,GOVERNMENT - FEDERAL,NA,Fort Riley
11,NAVAL HOSPITAL BEAUFORT,BEAUFORT,SC,MILITARY,OPEN,BEAUFORT,GOVERNMENT - FEDERAL,NA,Beaufort
22,BASSETT ARMY COMMUNITY HOSPITAL,FORT WAINWRIGHT,AK,MILITARY,OPEN,FAIRBANKS NORTH STAR,GOVERNMENT - FEDERAL,NA,Fort Wainwright
16,NAVAL MEDICAL CENTER PORTSMOUTH,PORTSMOUTH,VA,MILITARY,OPEN,PORTSMOUTH,GOVERNMENT - FEDERAL,NA,Portsmouth
21,99TH MEDICAL GROUP - MIKE O'CALLAGHAN FEDERAL MEDICAL CENTER,NELLIS AFB,NV,MILITARY,OPEN,CLARK,GOVERNMENT - FEDERAL,NA,Nellis Afb
15,NAVAL HOSPITAL PENSACOLA,PENSACOLA,FL,MILITARY,OPEN,ESCAMBIA,GOVERNMENT - FEDERAL,NA,Pensacola
24,88TH MEDICAL GROUP - WRIGHT-PATTERSON AIR FORCE BASE MEDICAL CENTER,WRIGHT PATTERSON AFB,OH,MILITARY,OPEN,GREENE,GOVERNMENT - FEDERAL,NA,Wright Patterson Afb
34,REYNOLDS ARMY COMMUNITY HOSPITAL,FORT SILL,OK,MILITARY,OPEN,COMANCHE,GOVERNMENT - FEDERAL,NA,Fort Sill
28,FORT BELVOIR COMMUNITY HOSPITAL,FORT BELVOIR,VA,MILITARY,OPEN,FAIRFAX,GOVERNMENT - FEDERAL,NA,Fort Belvoir
32,MONCRIEF ARMY COMMUNITY HOSPITAL,FORT JACKSON,SC,MILITARY,OPEN,RICHLAND,GOVERNMENT - FEDERAL,NA,Fort Jackson
29,FORT LEONARD WOOD ARMY COMMUNITY HOSPITAL,FORT LEONARD WOOD,MO,MILITARY,OPEN,PULASKI,GOVERNMENT - FEDERAL,NA,Fort Leonard Wood
167684204,STRATEGIC BEHAVIORAL CENTER GARNER,GARNER,NC,PSYCHIATRIC,OPEN,WAKE,PROPRIETARY,NA,Garner
1476011,KINDRED HOSPITAL - TARRANT COUNTY,ARLINGTON,TX,LONG TERM CARE,OPEN,TARRANT,PROPRIETARY,68,Arlington
1099504,ALASKA VA HEALTHCARE SYSTEM,ANCHORAGE,AK,MILITARY,OPEN,ANCHORAGE,GOVERNMENT - FEDERAL,NA,Anchorage
3606111,VA MEDICAL CENTER - NEWINGTON CAMPUS,NEWINGTON,CT,MILITARY,OPEN,HARTFORD,GOVERNMENT - FEDERAL,NA,Newington
4133637,JAMES A. HALEY VETERANS' HOSPITAL PRIMARY CARE ANNEX,TAMPA,FL,MILITARY,OPEN,HILLSBOROUGH,GOVERNMENT - FEDERAL,NA,Tampa
4246805,VA MEDICAL CENTER - FORT WAYNE CAMPUS,FORT WAYNE,IN,MILITARY,OPEN,ALLEN,GOVERNMENT - FEDERAL,NA,Fort Wayne
5367218,ROBERT J. DOLE VA MEDICAL CENTER,WICHITA,KS,MILITARY,OPEN,SEDGWICK,GOVERNMENT - FEDERAL,NA,Wichita
4646202,RICHARD L. ROUDEBUSH VA MEDICAL CENTER,INDIANAPOLIS,IN,MILITARY,OPEN,MARION,GOVERNMENT - FEDERAL,NA,Indianapolis
5646953,"VA MEDICAL CENTER - MARION, IN",MARION,IN,MILITARY,OPEN,GRANT,GOVERNMENT - FEDERAL,NA,Marion
6002401,VA MEDICAL CENTER - BROCKTON DIVISION,BROCKTON,MA,MILITARY,OPEN,PLYMOUTH,GOVERNMENT - FEDERAL,NA,Brockton
6901062,VA CENTRAL WESTERN MASSACHUSETTS HEALTHCARE SYSTEM,NORTHAMPTON,MA,MILITARY,OPEN,HAMPSHIRE,GOVERNMENT - FEDERAL,NA,Northampton
6802132,VA MEDICAL CENTER - WEST ROXBURY DIVISION,WEST ROXBURY,MA,MILITARY,OPEN,SUFFOLK,GOVERNMENT - FEDERAL,NA,West Roxbury
4960064,CAPTAIN JAMES A. LOVELL FEDERAL HEALTH CARE CENTER,NORTH CHICAGO,IL,MILITARY,OPEN,LAKE,GOVERNMENT - FEDERAL,NA,North Chicago
167684213,UNC HOSPITALS AT WAKEBROOK,RALEIGH,NC,PSYCHIATRIC,OPEN,WAKE,GOVERNMENT - STATE,NA,Raleigh
5766622,COLMERY-O'NEIL VA MEDICAL CENTER,TOPEKA,KS,MILITARY,OPEN,SHAWNEE,GOVERNMENT - FEDERAL,NA,Topeka
5166048,DWIGHT D. EISENHOWER VA MEDICAL CENTER,LEAVENWORTH,KS,MILITARY,OPEN,LEAVENWORTH,GOVERNMENT - FEDERAL,NA,Leavenworth
6407503,SAINT JOSEPHS HOSPITAL AND MEDICAL CENTER,PATERSON,NJ,GENERAL ACUTE CARE,OPEN,PASSAIC,NON-PROFIT,651,Paterson
27877030,KINDRED HOSPITAL HOUSTON MEDICAL CENTER,HOUSTON,TX,LONG TERM CARE,OPEN,HARRIS,PROPRIETARY,116,Houston
34479339,LAMB HEALTHCARE CENTER,LITTLEFIELD,TX,GENERAL ACUTE CARE,OPEN,LAMB,GOVERNMENT - LOCAL,75,Littlefield
9807733,BAYSHORE MEDICAL CENTER,HOLMDEL,NJ,GENERAL ACUTE CARE,OPEN,MONMOUTH,NON-PROFIT,211,Holmdel
7864128,VA MEDICAL CENTER - KANSAS CITY,KANSAS CITY,MO,MILITARY,OPEN,JACKSON,GOVERNMENT - FEDERAL,157,Kansas City
9103104,VA MEDICAL CENTER - MANCHESTER,MANCHESTER,NH,MILITARY,OPEN,HILLSBOROUGH,GOVERNMENT - FEDERAL,NA,Manchester
9687108,RAYMOND G. MURPHY VA MEDICAL CENTER,ALBUQUERQUE,NM,MILITARY,OPEN,BERNALILLO,GOVERNMENT - FEDERAL,NA,Albuquerque
9407939,VA MEDICAL CENTER - LYONS CAMPUS,LYONS,NJ,MILITARY,OPEN,SOMERSET,GOVERNMENT - FEDERAL,NA,Lyons
9268105,VA MEDICAL CENTER - OMAHA,OMAHA,NE,MILITARY,OPEN,DOUGLAS,GOVERNMENT - FEDERAL,NA,Omaha
12807094,HUDSON REGIONAL HOSPITAL,SECAUCUS,NJ,GENERAL ACUTE CARE,OPEN,HUDSON,PROPRIETARY,NA,Secaucus
7148602,ALEDA E. LUTZ VA MEDICAL CENTER,SAGINAW,MI,MILITARY,OPEN,SAGINAW,GOVERNMENT - FEDERAL,NA,Saginaw
7939216,G.V. (SONNY) MONTGOMERY VA MEDICAL CENTER,JACKSON,MS,MILITARY,OPEN,HINDS,GOVERNMENT - FEDERAL,NA,Jackson
13957741,VA MEDICAL CENTER - FORT MEADE CAMPUS,FORT MEADE,SD,MILITARY,OPEN,MEADE,GOVERNMENT - FEDERAL,NA,Fort Meade
13700921,VA CARIBBEAN HEALTHCARE SYSTEM,SAN JUAN,PR,MILITARY,OPEN,SAN JUAN,GOVERNMENT - FEDERAL,NA,San Juan
15105009,VA MEDICAL CENTER - WHITE RIVER JUNCTION,WHITE RIVER JUNCTION,VT,MILITARY,OPEN,WINDSOR,GOVERNMENT - FEDERAL,NA,White River Junction
11443219,CHALMERS P. WYLIE VA AMBULATORY CARE CENTER,COLUMBUS,OH,MILITARY,OPEN,FRANKLIN,GOVERNMENT - FEDERAL,NA,Columbus
8739531,GULF COAST VETERANS HEALTH CARE SYSTEM,BILOXI,MS,MILITARY,OPEN,HARRISON,GOVERNMENT - FEDERAL,NA,Biloxi
8859636,VA MEDICAL CENTER AND AMBULATORY CARE CLINIC,FORT HARRISON,MT,MILITARY,OPEN,LEWIS AND CLARK,GOVERNMENT - FEDERAL,NA,Fort Harrison
59,MAYO CLINIC HOSPITAL METHODIST CAMPUS,ROCHESTER,MN,GENERAL ACUTE CARE,OPEN,OLMSTED,NON-PROFIT,794,Rochester
57,ESSENTIA HEALTH VIRGINIA,VIRGINIA,MN,GENERAL ACUTE CARE,OPEN,ST. LOUIS,NON-PROFIT,83,Virginia
72,SHAWNEE MISSION PRAIRIE STAR,LENEXA,KS,GENERAL ACUTE CARE,OPEN,JOHNSON,NOT AVAILABLE,NA,Lenexa
69,EDWARD PLAINFIELD,PLAINFIELD,IL,GENERAL ACUTE CARE,OPEN,WILL,NOT AVAILABLE,NA,Plainfield
63,BEATRICE COMMUNITY HOSPITAL,BEATRICE,NE,CRITICAL ACCESS,OPEN,GAGE,NON-PROFIT,25,Beatrice
73,VIA CHRISTI HOSPITAL ST. JOSEPH,WICHITA,KS,GENERAL ACUTE CARE,OPEN,SEDGWICK,NOT AVAILABLE,NA,Wichita
1989113,ST. ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,LAS VEGAS,NV,GENERAL ACUTE CARE,OPEN,CLARK,NON-PROFIT,147,Las Vegas
16123225,HUNTER HOLMES MCGUIRE VA MEDICAL CENTER,RICHMOND,VA,MILITARY,OPEN,RICHMOND CITY,GOVERNMENT - FEDERAL,NA,Richmond
16482001,VA MEDICAL CENTER - CHEYENNE,CHEYENNE,WY,MILITARY,OPEN,LARAMIE,GOVERNMENT - FEDERAL,NA,Cheyenne
14784148,GEORGE E. WAHLEN DEPARTMENT OF VETERANS AFFAIRS MEDICAL CENTER,SALT LAKE CITY,UT,MILITARY,OPEN,SALT LAKE,GOVERNMENT - FEDERAL,NA,Salt Lake City
16098661,VA MEDICAL CENTER - VANCOUVER CAMPUS,VANCOUVER,WA,MILITARY,OPEN,CLARK,GOVERNMENT - FEDERAL,NA,Vancouver
74,PARSONS STATE HOSPITAL,PARSONS,KS,GENERAL ACUTE CARE,OPEN,LABETTE,GOVERNMENT - STATE,NA,Parsons
95,CINCINNATI CHILDREN'S LIBERTY,MIDDLETOWN,OH,CHILDREN,OPEN,BUTLER,NON-PROFIT,42,Middletown
81,SAINT FRANCIS HOSPITAL MEMPHIS,MEMPHIS,TN,GENERAL ACUTE CARE,OPEN,SHELBY,NON-PROFIT,479,Memphis
84,MERIT HEALTH MADISON,CANTON,MS,GENERAL ACUTE CARE,OPEN,MADISON,PROPRIETARY,67,Canton
78,OU MEDICAL CENTER EDMOND-ER,EDMOND,OK,GENERAL ACUTE CARE,OPEN,OKLAHOMA,NOT AVAILABLE,NA,Edmond
80,NORMAN REGIONAL HEALTHPLEX,NORMAN,OK,GENERAL ACUTE CARE,OPEN,CLEVELAND,NON-PROFIT,152,Norman
779124,PLUM CREEK SPECIALTY HOSPITAL,AMARILLO,TX,LONG TERM CARE,OPEN,POTTER,PROPRIETARY,47,Amarillo
100,IU HEALTH UNIVERSITY HOSPITAL,INDIANAPOLIS,IN,GENERAL ACUTE CARE,OPEN,MARION,GOVERNMENT - STATE,NA,Indianapolis
102,RILEY HOSPITAL FOR CHILDREN,INDIANAPOLIS,IN,CHILDREN,OPEN,MARION,NOT AVAILABLE,NA,Indianapolis
96,MT CARMEL EAST HOSPITAL,COLUMBUS,OH,GENERAL ACUTE CARE,OPEN,FRANKLIN,NON-PROFIT,461,Columbus
91,SOUTHVIEW HOSPITAL,DAYTON,OH,GENERAL ACUTE CARE,OPEN,MONTGOMERY,NON-PROFIT,128,Dayton
99,TRINITY MEDICAL CENTER WEST-ER,STEUBENVILLE,OH,GENERAL ACUTE CARE,OPEN,JEFFERSON,NON-PROFIT,256,Steubenville
97,AKRON CHILDREN'S HOSP BEEGHLY,BOARDMAN,OH,CHILDREN,OPEN,MAHONING,NON-PROFIT,43,Boardman
879106,VIBRA HOSPITAL OF AMARILLO,AMARILLO,TX,LONG TERM CARE,OPEN,POTTER,PROPRIETARY,72,Amarillo
90,BETHESDA ARROW SPRINGS-ER,LEBANON,OH,GENERAL ACUTE CARE,OPEN,WARREN,NOT AVAILABLE,NA,Lebanon
104,METHODIST HOSPITAL-SOUTHLAKE,MERRILLVILLE,IN,GENERAL ACUTE CARE,OPEN,LAKE,NOT AVAILABLE,NA,Merrillville
39079756,WARD MEMORIAL HOSPITAL,MONAHANS,TX,CRITICAL ACCESS,OPEN,WARD,GOVERNMENT - LOCAL,25,Monahans
2179601,CONTINUECARE HOSPITAL AT HENDRICK MEDICAL CENTER,ABILENE,TX,LONG TERM CARE,OPEN,TAYLOR,NON-PROFIT,46,Abilene
2678745,TEXAS NEUROREHAB CENTER,AUSTIN,TX,LONG TERM CARE,OPEN,TRAVIS,PROPRIETARY,47,Austin
3178756,CORNERSTONE HOSPITAL OF AUSTIN,AUSTIN,TX,LONG TERM CARE,OPEN,TRAVIS,PROPRIETARY,103,Austin
4977702,CHRISTUS DUBUIS HOSPITAL OF BEAUMONT,BEAUMONT,TX,LONG TERM CARE,OPEN,JEFFERSON,NON-PROFIT,51,Beaumont
5577701,CHRISTUS DUBUIS HOSPITAL OF BEAUMONT SOUTH,BEAUMONT,TX,LONG TERM CARE,OPEN,JEFFERSON,PROPRIETARY,18,Beaumont
9675010,SELECT SPECIALTY HOSPITAL - DALLAS,CARROLLTON,TX,LONG TERM CARE,OPEN,DALLAS,PROPRIETARY,60,Carrollton
121,OVERLOOK MEDICAL CENTER,UNION,NJ,GENERAL ACUTE CARE,OPEN,UNION,NOT AVAILABLE,NA,Union City
11976208,CORNERSTONE HOSPITAL CONROE,CONROE,TX,LONG TERM CARE,OPEN,MONTGOMERY,PROPRIETARY,41,Conroe
138,SAINT ALPHONSUS EAGLE HEALTH PLZ-ER,EAGLE,ID,GENERAL ACUTE CARE,OPEN,ADA,NOT AVAILABLE,NA,Eagle
134,OLYMPIC MEDICAL CENTER,PORT ANGELES,WA,GENERAL ACUTE CARE,OPEN,CLALLAM,GOVERNMENT - DISTRICT/AUTHORITY,126,Port Angeles
43875783,EAST TEXAS MEDICAL CENTER - QUITMAN,QUITMAN,TX,CRITICAL ACCESS,OPEN,WOOD,NON-PROFIT,25,Quitman
43779252,HARDEMAN COUNTY MEMORIAL HOSPITAL,QUANAH,TX,CRITICAL ACCESS,OPEN,HARDEMAN,GOVERNMENT - DISTRICT/AUTHORITY,24,Quanah
44678681,ROUND ROCK MEDICAL CENTER,ROUND ROCK,TX,GENERAL ACUTE CARE,OPEN,WILLIAMSON,NON-PROFIT,173,Round Rock
44775032,TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,ROCKWALL,TX,GENERAL ACUTE CARE,OPEN,ROCKWALL,PROPRIETARY,50,Rockwall
12878413,PAM SPECIALTY HOSPITAL OF CORPUS CHRISTI NORTH,CORPUS CHRISTI,TX,LONG TERM CARE,OPEN,NUECES,NON-PROFIT,22,Corpus Christi
46378223,TEXAS CENTER FOR INFECTIOUS DISEASE,SAN ANTONIO,TX,GENERAL ACUTE CARE,OPEN,BEXAR,GOVERNMENT - STATE,72,San Antonio
