StateAbbr,PlaceName,PlaceFIPS,Population2010,ACCESS2_CrudePrev,ARTHRITIS_CrudePrev,BINGE_CrudePrev,BPHIGH_CrudePrev,BPMED_CrudePrev,CANCER_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,CHECKUP_CrudePrev,CHOLSCREEN_CrudePrev,COLON_SCREEN_CrudePrev,COPD_CrudePrev,COREM_CrudePrev,COREW_CrudePrev,CSMOKING_CrudePrev,DENTAL_CrudePrev,DIABETES_CrudePrev,HIGHCHOL_CrudePrev,KIDNEY_CrudePrev,LPA_CrudePrev,MAMMOUSE_CrudePrev,MHLTH_CrudePrev,OBESITY_CrudePrev,PAPTEST_CrudePrev,PHLTH_CrudePrev,SLEEP_CrudePrev,STROKE_CrudePrev,TEETHLOST_CrudePrev,Geolocation
CA,Sacramento,664000,466488,13.2,19.2,16.8,30.3,67.7,5.2,9.9,5.4,64.5,70.1,68.6,5.9,29,25.8,15.7,60.5,10.4,32.1,3,22.7,79.7,13.2,28.1,81.6,12.7,37.8,3,13,"(38.56663215670, -121.468299801)"
NC,Raleigh,3755000,403892,15.6,17.4,17.7,26.8,71.5,4.8,8.5,4.2,72.7,76.1,69.1,4.6,44.2,42,15.6,66.8,7.8,30,2.3,17.9,81.7,12.2,27.9,86.8,9.2,33.1,2.4,12.1,"(35.83220809330, -78.6440243809)"
CA,Simi Valley,672016,124237,8.8,18.6,19.6,25.8,69.9,6,8.4,4.7,64.7,78.6,72.7,4.9,35.9,36.7,13,72.6,8,31.9,2.3,17.4,80,10.9,23.1,85.1,10.1,33.8,2.2,8.6,"(34.26624628570, -118.748980462)"
TN,Knoxville,4740000,178874,15.6,27.6,14.7,34.9,76.2,6,10.9,6.5,68.3,73.1,64.7,8.5,32.9,34.6,23.9,55.9,10.6,36.5,3,26.9,80,16.1,32.1,82.3,15.1,36.8,3.4,17.2,"(35.96905945310, -83.9495877264)"
UT,St. George,4965330,72897,13.5,25.8,10.4,29.6,74.8,7.6,8.7,6.9,62.7,66.7,69.4,5.8,36.4,27.9,9.4,71.2,9.6,38.9,3.3,18.1,72.5,11.6,24,78.8,11.5,30.8,3.4,12.3,"(37.07874446340, -113.579352503)"
CA,Mountain View,649670,74066,7.7,14.1,16.9,20.3,65.9,5.2,7.4,3.7,63.8,78.7,74.2,3.3,38.7,36.6,9.4,75.4,6.9,27.7,2,15.8,80.9,8.6,19.1,84.4,7.8,30.2,1.7,6.3,"(37.39992523790, -122.079544343)"
CO,Denver,820000,600158,14.8,19.3,23.9,23.7,66.7,5.3,8.8,4.3,59.5,71,64.2,4.2,38.3,32.1,17.3,65.3,6.2,29.2,2.4,15.4,75.3,11.4,19.8,85.2,10.3,28.4,2.4,11.5,"(39.76202837430, -104.876365322)"
WA,Kent,5335415,92411,14,21.6,16.8,27.2,64.7,5.3,10,5.2,59.8,68,61.7,5.9,37.6,32.6,16.1,62.1,9.2,34.6,2.9,19.1,76.4,13.1,27.4,NA,12.2,33.6,2.8,12.8,"(47.38496362720, -122.217890194)"
IA,Cedar Rapids,1912000,126326,7.3,24.6,20.5,29.3,75.3,6.6,8.1,5.8,70,72.7,67.3,5.4,44.8,39,16.6,73.1,8.4,35.2,2.5,22.2,78.3,11.1,32.2,85.8,9.9,28.1,2.7,13.1,"(41.96672925800, -91.6781679349)"
CA,Inglewood,636546,109673,18.9,19.4,15.2,32.9,70.5,4.6,9.9,5.1,69,72.2,61.4,5.8,22.3,29.9,15.4,54.4,12.8,32.9,3.3,24.5,82.5,14,32.9,87.2,14.3,41,3.6,14.3,"(33.95657480180, -118.344444926)"
FL,Boynton Beach,1207875,68217,21.8,27.7,16,34.3,80,8.2,8,8.4,79.6,79.7,63.3,8.4,33.1,32.7,17.3,66.4,12.7,39.6,3.6,32,79.7,12.7,26,84.4,14.8,39.9,4.3,13,"(26.52798180520, -80.0814660417)"
MI,Grand Rapids,2634000,188040,14.4,26.4,20.7,30.1,73.2,5.8,11,6,71.6,69.8,65.1,7.5,38.8,30.4,20.6,64.9,9.7,34.3,3,24.1,81.8,14,33.9,85.2,13.5,36.1,3.2,14,"(42.96148154140, -85.6556858473)"
CA,Rancho Cucamonga,659451,165269,10.3,16.9,19.6,25.8,66.4,4.8,8.8,4.1,65.4,77.2,66.8,4.4,31,32.8,12.8,68.9,8.1,31.9,2.3,17,82.7,11.3,24.1,84,10.1,36.9,2.1,9.9,"(34.12458955550, -117.566175870)"
NM,Albuquerque,3502000,545852,12.2,24.8,15.4,26.5,71,5.8,10.4,5.6,60.2,71.2,60,5.5,41.8,29.4,15.9,65.9,9.3,34.7,2.9,18.7,74.4,12.6,27.7,83.5,12.9,32.3,2.9,12.5,"(35.10550257710, -106.647447696)"
OK,Edmond,4023200,81405,10.8,21.6,14.6,27.2,74.1,6,9.2,5.2,68,75,66.8,5.2,43.7,43.4,14,71,7.5,33.9,2.3,20.8,80.7,11.6,26.6,84.9,10.2,30,2.3,10.1,"(35.66893505160, -97.4159205309)"
NH,Nashua,3350260,86494,11.8,25.7,17.6,28.3,74.8,6.5,10.4,5.7,72.7,78,69.9,6.5,39.3,34.3,18.2,67.9,8.9,34.7,2.6,22.8,79.8,12.1,28.2,NA,11.9,35.1,2.6,16.1,"(42.74915544590, -71.4909587631)"
OK,Norman,4052500,110925,13.7,21.6,14.7,29,71.6,5.2,9.9,5.2,67,67.3,63.2,5.8,37.7,35.5,16.6,65.8,8,34.1,2.3,24.2,77.1,14.9,30,82,11.6,33.6,2.4,12.9,"(35.23350326470, -97.3470413838)"
MT,Billings,3006550,104170,12.1,26.4,20.4,28.8,74.1,7.3,9.1,6.3,66.1,71.9,62.7,6.2,43.4,36.5,18.7,66.4,8.8,32.6,2.7,21.3,76.1,11.6,29.5,82.9,11.7,30.4,3,14,"(45.78931026090, -108.548827840)"
IN,Evansville,1822000,117429,13.3,31.3,16.8,33.8,77.9,6.6,11.3,8,69.5,71.5,63,9,33.7,30.8,25.2,58.2,11.8,37.9,3.3,31.1,75.4,15.2,36.2,80.2,15.1,36.2,4,21,"(37.98671580260, -87.5382707310)"
MO,Springfield,2970000,159498,15.9,28.3,16.1,30.4,76.6,6.4,10,6.9,68.5,68.1,56.5,8.4,35,28.3,24.5,51.7,10.1,36.6,3,27.6,73,15.7,32.4,80,14.9,32.5,3.5,19.9,"(37.19426614840, -93.2914273656)"
TX,Sugar Land,4870808,78817,12.3,19.5,16,28,78.2,5.7,7.2,4.6,70.8,80.8,65.4,3.8,37.3,37,11.7,72.4,9.7,36.7,2.2,19.7,78.1,8.5,24.4,78.6,8.4,32.1,2,6.7,"(29.59746809020, -95.6274557750)"
MA,Worcester,2582000,181045,11,24,18.3,30.1,74.6,5.7,11.4,6,77.4,73.6,65.2,6.7,31,27.9,21.1,61.3,9.8,34.9,2.8,26.4,80.5,14.6,28.5,84.4,12.9,38.2,3,19.2,"(42.27054254460, -71.8079404584)"
IL,Aurora,1703012,197899,18.6,19.8,20.1,26.4,70.3,4.5,9.2,4.8,65.1,70,57,5.3,27.1,29.8,18.3,62,9.3,33.3,2.6,26,78.4,12.3,34.4,84.5,12.3,35,2.5,16.6,"(41.76377508370, -88.2900949057)"
WA,Federal Way,5323515,89306,12.5,22.5,16.7,28.1,66.9,5.8,9.8,5.4,61.1,70.4,63.4,5.8,38.4,33.3,14.7,65,9.5,35.4,2.9,18.2,76.7,12.4,26.7,NA,11.7,32.8,2.9,11.6,"(47.30908463160, -122.335755583)"
CA,Santa Monica,670000,89736,6.3,17.8,19.2,24.3,69.8,6.4,7.7,4.3,67.5,82,72.1,4.1,35.4,40.4,9.7,75.3,7.1,30.8,2.3,12.8,81,9.4,20.6,87.7,8.7,31.7,2.2,5.7,"(34.02318916120, -118.481563937)"
IN,Gary,1827000,80294,18.7,34,11.3,49.2,83.1,5.9,13,9.3,74.8,71.9,53,10.3,21.5,17.5,25.5,42.3,21.6,42.1,4.8,40.2,79,15.9,49.1,83.7,19.3,48.1,6.7,31.1,"(41.59047792390, -87.3472907397)"
WA,Bellingham,5305280,80885,10.1,20.9,19,23.5,67.5,5.8,10.3,5.3,56.1,65.1,69.1,5.8,43.2,29.6,15.1,63.7,7.4,34.9,2.6,15.3,71.8,13.4,27.6,NA,11.2,30.1,2.6,12.1,"(48.75353703150, -122.468092906)"
WA,Bellevue,5305210,122363,7.1,19.9,16.6,24.7,68.3,6.4,7.9,4.5,62.8,77.1,70.8,3.7,45.2,39.7,8.7,76.7,7.3,33.5,2.4,12.3,78.4,8.3,19.8,NA,7.9,28.5,2.1,5.9,"(47.59624376060, -122.153569982)"
NY,New York,3651000,8175133,14.6,21,18.9,28.4,73.7,5.3,10.5,5.6,73.8,75.3,62.5,5.9,28,27.4,16.3,63.2,11.3,34.4,2.9,28,79.9,12.3,24.8,82.7,12.2,39.8,3.1,15.2,"(40.69496068900, -73.9313850409)"
MI,Troy,2680700,80980,6.9,26.1,18.4,29.7,76,7.4,8.8,5.6,71.9,82.7,70.4,5.5,37.6,32.8,14.2,80.8,8.3,39.1,2.5,17.8,77.8,9.7,21.7,85.1,10,32.3,2.4,7.4,"(42.58173403580, -83.1457545154)"
CA,Santa Barbara,669070,88410,11.6,18.4,18.9,26.6,69,6.2,8.4,5.2,64.8,75,70.1,5,34.5,32.7,12,70.9,8.4,32.7,2.6,17.6,78.6,10.9,23.8,84.2,10.7,27.2,2.5,9.4,"(34.42857338740, -119.720187334)"
CA,Newport Beach,651182,85186,5,19.6,18.1,26.1,73.6,7.6,7.7,5.2,69.2,83,76.5,4.4,47.5,39.2,9,79.2,7.6,33.9,2.4,11.8,81,8.4,18.9,85.6,8.8,27.5,2.3,5.5,"(33.61501036070, -117.867364631)"
TX,Mesquite,4847892,139824,24.4,21.8,17.2,31.6,73.5,5.2,9.6,5.8,69.4,69.8,57.4,6.4,31.1,27.5,19.3,57.2,10.9,36.8,2.9,28.8,73.3,13.4,34.3,80.1,12.8,34.6,3.1,16.7,"(32.76413101660, -96.5927445114)"
MI,Detroit,2622000,713777,19.5,33.7,14.8,46.6,78.7,5.8,14,8.5,77.2,71.7,58.5,11.3,20.8,21.5,28.3,50.7,17.7,39.9,4.7,35.7,83.9,18,47,85.5,19.3,49.8,6.4,25.9,"(42.38470156310, -83.1053178776)"
MA,Lawrence,2534550,76377,21.9,22.5,15.3,28.4,72,4.4,11.4,6.6,74.3,67.2,54.1,7,20.8,17.3,20.9,54.6,13.7,35.9,3.4,33.2,78.6,16.8,32,83.5,16.4,40.5,3.3,25.7,"(42.70027722010, -71.1626790341)"
CA,San Buenaventura (Ventura),665042,106433,10.3,20.3,18.7,27.8,71.4,6.6,8.5,5.4,65.2,77.9,72.1,5.5,35.9,35.4,13.1,70.7,8.7,33.2,2.7,18.6,80.2,11.3,24.5,85.9,11,33.3,2.6,9.3,"(34.27436102060, -119.231436551)"
CT,New Haven,952000,129779,13.9,20.7,15.7,30.7,70.5,4.7,11.2,4.8,71.7,70.1,68,6.3,26.7,26.4,18.6,66.3,10.3,31.9,2.8,26.1,84.7,14.3,32,NA,12.2,40.5,3.1,16.9,"(41.31138693920, -72.9247595793)"
TX,Frisco,4827684,116989,11.7,16.8,20.7,22.6,69.3,4.8,7.7,3.2,68.6,78.9,68,3.4,39,38.6,13,72.5,6.4,31.2,1.8,16.8,77.4,9.4,27.4,83.6,7.7,31.5,1.5,6.7,"(33.15075451520, -96.8201336312)"
KS,Topeka,2071000,127473,17.3,26.8,14.1,35.2,77.4,6.7,10.1,6.7,68.3,71.2,64.3,7.2,33.9,36.3,19.9,62.6,11.3,40.4,3,26.1,81.3,12.6,36.6,82.6,12.2,32.5,3.5,16.1,"(39.03595499110, -95.6954155341)"
CA,Menifee,646842,77519,12.2,24.7,17.4,32.8,74,7.4,8.7,7.3,68.1,77,70.8,6.7,32.3,32.7,14.3,65.7,10.8,36.3,3.3,22.7,79.8,11.7,27.3,84.3,13,36.7,3.5,13.6,"(33.69095330450, -117.184876990)"
GA,Savannah,1369000,136286,20.8,25.4,14.8,38.1,75.8,5.3,10,6,76.8,72.3,63.1,7.6,30.1,29.9,21.3,56.4,12.8,35.3,3.3,31.5,83.6,14.3,33.7,83.7,13.6,41.3,4.1,21.7,"(32.02836151570, -81.1783435493)"
NY,Yonkers,3684000,195976,14.7,25,17.1,29.6,74.8,6.2,10.7,6.2,71.6,76.8,65.3,6.5,35.4,31.3,15.9,63,10.8,37.9,3,29.2,78.1,12,25.5,82.7,13,36.3,3.2,15.3,"(40.94650255970, -73.8636959965)"
CA,Palmdale,655156,152750,18.7,18,17.1,27.3,65.9,4.4,9.3,4.9,64.6,70.7,58.6,6,25.2,30.5,16.3,55.6,10.6,32.6,3,24,79.3,14.6,29.3,85.3,14.3,38.6,3,14.5,"(34.59448998030, -118.105772328)"
FL,Deerfield Beach,1216725,75018,22.8,26.7,15.6,36.6,78.7,7.9,8.2,8.4,77.8,78.7,60.6,8.7,32.3,27.5,18.4,59,12.9,40.3,3.6,31,81.3,13.4,28,80.5,14.9,37,4.4,17.1,"(26.30499664130, -80.1277706584)"
OK,Broken Arrow,4009050,98850,12.2,23.9,14.9,31.5,75.3,6.3,9.4,5.5,69.5,75.5,63.5,5.9,45.3,36,17,67.2,8.6,35.5,2.5,24,76.1,12.4,27.5,82.4,11.7,31.9,2.6,13.6,"(36.03663249110, -95.7809572414)"
TX,Wichita Falls,4879000,104553,20.6,23.2,18.2,32,75.5,5.6,9.1,6.3,70.3,69.7,60.6,6.7,30.4,31.5,21.2,59.4,11.7,37.9,2.9,28.7,77,13.4,30.5,80.7,12.8,38.2,3.2,14.6,"(33.90727398380, -98.5292981697)"
TX,Waco,4876000,124805,26.3,22.7,16.4,31.3,74.9,5.2,10,6.1,67.8,63.9,58.8,6.7,29.7,25.4,20.1,54,11.6,36.5,3.1,30.8,75.5,15,36.8,80.3,13.7,34.8,3.5,18.1,"(31.55976071370, -97.1883333282)"
CA,Chula Vista,613392,243916,15.2,16.5,19.1,25.5,68,4.8,7.9,4.7,64.3,72.9,65.6,4.5,25.8,29.1,12.5,66,9.8,32.5,2.7,20.6,80.7,11.8,21.9,85.4,11.1,34.4,2.5,10.8,"(32.62829642620, -117.010042407)"
CA,Alhambra,600884,83089,13.1,16.8,12.4,27.7,72.6,4.8,6.8,4.8,67.4,75.9,58.9,4.1,25.9,32.3,11.1,61.1,11.4,35.4,2.7,22.8,77.6,10.1,18.3,78.9,10.6,37.9,2.5,9.2,"(34.08397343830, -118.135514119)"
NC,Wilmington,3774440,106476,16,22.7,16.6,29.1,76.9,6.2,8.9,6.1,73.2,74.4,70.2,6.4,39.9,36.8,19.2,63.2,9.7,33.3,2.9,22.6,79.9,13.5,28.8,84.9,11.8,31.6,3.2,14,"(34.21027585690, -77.8872842368)"
NV,Henderson,3231900,257729,12.1,23.4,17.2,26.2,73.3,6.6,8.2,6.2,70,77.1,62.8,6.4,37,30.8,16.8,67.3,10,34.8,2.7,20.8,74.2,12.6,23.8,80,12.1,38,2.7,10.7,"(36.01223949160, -115.037392161)"
KS,Overland Park,2053775,173372,9.7,21.7,18.3,26.7,76.4,6.5,8.3,4.7,71.9,79.8,72.1,4.2,40.8,35.1,12.5,78,7.2,37.2,2.2,15.4,80.6,8.4,24.1,86.4,7.5,25.7,2.1,7.8,"(38.88729225750, -94.6872267067)"
CA,Long Beach,643000,462257,15.4,17.3,17,26.5,67.2,4.8,8.7,4.7,65.5,72.8,62.7,5.2,29.1,34.8,14.2,60.2,9.7,31.9,2.7,21.1,79.6,12.9,25.8,84.7,12.2,37.4,2.7,10.6,"(33.80601448250, -118.160894146)"
FL,Hollywood,1232000,140768,24.4,23,16.7,32.5,75.9,6.6,7.7,6.9,76.2,78.2,59.1,7.3,32.3,27.8,17.1,60.4,11.9,38.4,3.2,29.8,81.9,13,28,81,13.8,36.9,3.5,14.8,"(26.02870257030, -80.1683976059)"
CA,Rialto,660466,99171,20.8,18,17.1,29.2,65.9,4.1,10,5.1,63.8,68.6,58,5.7,23.3,25.2,16.3,54.1,11.2,34,3,25.7,82.1,14.5,30.5,83.5,14.1,40.2,3,18.9,"(34.11281580890, -117.388535978)"
MI,Dearborn,2621000,98153,13.1,30.8,21,32.6,74.2,7.2,11.6,7.8,69,73.9,63.7,10.5,32,30.1,25.3,64.7,9.8,38.6,3.4,25.8,78.8,16.5,33.2,83.1,15.8,39.4,3.9,15.8,"(42.31268846260, -83.2129368006)"
CA,Oakland,653000,390724,13.2,19.2,17.1,28.9,71.6,5.1,9.8,5,67.1,73.4,67.6,5.2,30.5,29.9,15.5,60.6,11,30.8,3,21.5,80.6,12.4,25.1,83.6,12,37.3,3.1,13.5,"(37.79087803500, -122.214859257)"
MO,St. Louis,2965000,319294,17.9,28.8,18.6,34,77.5,5.5,11.4,6.4,73.7,70.3,61.9,7.8,32.7,29.7,24.9,54.6,13,33,3.3,28.8,79.3,15.5,36.7,84.9,15.4,37.7,4.2,23.3,"(38.63581226150, -90.2451186799)"
CA,Riverside,662000,303871,16.1,18,18.7,26.4,65.7,4.7,8.8,4.9,63.6,68.1,66.2,5.2,30.3,30.9,15.2,60.8,9.1,31.9,2.7,23.3,81,13.1,28.1,83.9,12.2,38.7,2.6,13.9,"(33.93812516850, -117.394845824)"
PA,Scranton,4269000,76089,11.4,29.8,18.9,33.3,77.8,7,10.7,7.9,72.9,71.7,59.6,8.3,37.1,29.3,21.3,59,11.2,37.4,3.3,28.4,77.1,14.9,31.4,80.6,14.4,36.3,3.9,19.4,"(41.40437293620, -75.6649126898)"
IL,Cicero,1714351,83891,31.6,18.1,21.2,27.4,65.8,3.8,9.4,5.3,63.2,63.9,46.1,5.8,26.7,20.4,19.5,46.1,11,35,3.2,34.4,75.4,14.4,36.1,84.5,15,36.3,2.8,19.9,"(41.84453914300, -87.7592873023)"
IL,Peoria,1759000,115007,12.1,26.6,18.6,32.5,76.4,6.4,10.1,6.6,69.5,72.8,61.7,7.1,34.7,29.4,20.1,59.3,10.8,35.6,3.1,26.1,78,13.1,35.3,83.4,13.7,33.7,3.5,16.6,"(40.75156841460, -89.6152554580)"
AL,Mobile,150000,195111,17,32.1,14.7,42,79.3,6.3,9.9,7.7,74.6,75.9,65,8.6,31.8,30.7,20.2,58.7,15.2,39.9,3.4,29.5,82,14.7,39,85.5,15.7,39.1,4.5,19.7,"(30.67762486480, -88.1184482714)"
CA,Lakewood,639892,80048,10.6,18,17.8,26.2,69.4,5.6,8,4.6,67.4,78.5,66.5,4.8,31.2,37.7,12.3,68.1,8.8,32.4,2.5,17.7,79,11,22.7,84.4,10.6,35.8,2.4,8.2,"(33.84705319410, -118.122204765)"
CA,Clovis,614218,95631,10.3,19.5,17.7,27,69.9,5.8,9.1,5.1,63.1,75.3,67.2,5.6,37.4,32.6,14.2,68.7,8.9,32.7,2.6,18.6,78.8,11.9,29.1,81,11.2,33.5,2.6,12,"(36.82894001790, -119.686652850)"
IA,Waterloo,1982425,68406,9.8,27,20.9,33.1,77.8,6.7,8.8,6.7,70.5,70.4,66,6.5,51.9,34.5,19.7,66.4,11.2,37.5,3,26.7,78.8,12.1,34.9,83.1,11.7,29.9,3.6,16.1,"(42.49197369320, -92.3521759342)"
MA,New Bedford,2545000,95072,12.9,31,15.9,34.5,78.3,7,13,8.1,78.1,74.1,66,10.4,30.8,22.7,26.6,57.6,11.8,39.4,3.5,31.3,82.5,18.3,31.6,82.9,16.9,40.3,4.2,26.7,"(41.67126672580, -70.9441204537)"
CT,Bridgeport,908000,144229,16.9,22.1,15.9,30.2,71.9,5,10.4,5.7,69.6,71.9,63.6,6.1,26.7,26.1,18.6,61,11.3,34.6,3.1,28.1,82.9,14.4,31.7,NA,14.1,40.2,3.3,14.1,"(41.19280542330, -73.1960546940)"
CA,Lynwood,644574,69772,28.2,16.2,16.2,26.5,62.6,3.4,9.5,4.8,61.6,63.5,51.5,5.7,18.9,24.5,17,46.4,11.7,32.5,3.2,29.2,79.7,16.1,32.3,85.3,15.9,39.7,3,18,"(33.92396168670, -118.201648375)"
CA,Escondido,622804,143911,17.1,18.8,19.6,26.9,67.8,5.4,8.9,5.5,62.9,69.6,65.8,6,26.9,29.7,15.8,61.6,9.7,33.9,2.9,22.4,79.9,14,23.4,85.1,13,34.5,3,13.7,"(33.13469529550, -117.072122618)"
FL,Fort Lauderdale,1224000,165521,21.2,23.2,17.2,34,76.5,6.6,8,6.9,77.1,78.7,61.6,7.4,34.3,29.8,17.9,61.2,11.9,38.1,3.1,28,82.8,13,28.4,81.6,13.4,37.4,3.8,14.3,"(26.14182051740, -80.1471225502)"
NC,Greenville,3728080,84554,16.9,18.2,18.6,27.6,70.4,4.2,9.6,4.6,71.9,67.5,66.9,5.5,37,32.9,20,60,8.7,29.5,2.5,22.1,80.5,15.1,33.3,84.4,10.9,37.9,2.8,18.9,"(35.59592118760, -77.3766133673)"
CA,Fullerton,628000,135161,12.2,16.7,16,24.9,69.4,5.3,8,4.8,65.6,73.2,66.5,4.7,40.2,33.1,12.3,66.3,9.1,33.2,2.5,18.4,79.3,10.9,21,81.5,10.8,32.5,2.3,9.3,"(33.88403780130, -117.927850895)"
CA,Vallejo,681666,115942,11.8,20.2,14.9,31.5,72.8,5.5,9.3,5.7,66,74.3,67,5.8,31.5,31.9,14.9,64.4,12,35,3,23.9,79.6,12.2,25.2,81.3,12.3,38.8,3.2,13.5,"(38.11353292470, -122.235518478)"
MN,Bloomington,2706616,82893,7.7,21.7,21.8,27.8,78.5,7.4,7.8,5.7,71.1,78.7,71.6,4.4,40.6,40.6,14.3,76.3,7.6,34.3,2.7,16.4,80.2,8.7,22.8,83.4,8.7,27.6,2.7,8.3,"(44.83058524290, -93.3150995817)"
CA,Fremont,626000,214089,7.6,15,16.8,22.7,70.3,4.9,7.2,3.7,66.4,78.6,70.7,3.3,36.4,36.6,10.4,72.4,7.9,29.6,2,15.6,78.7,8.5,15.7,80.2,7.8,34.6,1.7,6.7,"(37.52786854050, -121.984121512)"
TX,Midland,4848072,111147,21.6,22.6,19.3,30.8,74.7,5.8,8.6,5.5,67.1,72.6,59.1,5.2,34.7,30.6,16.3,63.3,9.7,35.9,2.6,25.4,75.5,11.3,32.7,81.4,11.2,32.5,2.6,11.6,"(32.02859483560, -102.109700973)"
TX,Plano,4858016,259841,13.5,20,17.7,26.3,73.7,5.6,7.8,4.3,70.6,78.1,65.9,4.1,38.2,37.9,12.9,68.4,8.3,36,2.2,20.2,77.6,9.8,26.5,80.6,8.9,32.6,2,8.3,"(33.05021492780, -96.7486409797)"
CA,Lake Forest,639496,77264,8.4,16.7,18.7,23.4,68.2,5.5,8,4.3,66,78.5,70.7,4.4,41.9,34.5,11.4,73.1,7.8,31.8,2.2,14.7,80.3,10,20.8,84,9.8,31.1,2.1,9,"(33.66341289480, -117.670683341)"
CA,Redondo Beach,660018,66748,6.1,16,20.6,22.4,67.1,5.7,7.5,3.7,66.8,82.9,72.2,3.7,35.9,42.8,9.9,77,6.5,29.7,2,12.1,80.6,9.2,20.1,87,8.2,32.5,1.8,4.9,"(33.85752801590, -118.376567893)"
NC,Concord,3714100,79066,17.1,22.7,15.8,32.5,75,6,8.5,5.9,73.9,78.1,66.9,6.5,39.2,33.3,19.7,64.4,9.8,33.6,2.8,24,79.6,13.1,33.1,86,12.1,32.8,3.1,17.4,"(35.39393169580, -80.6352429349)"
CA,Roseville,662938,118788,7.7,20.3,19.7,26.6,70.9,6.7,8.5,5.2,64.9,78.7,72.9,5.2,39.2,34.9,12.5,71,7.8,33.1,2.5,16.3,79.7,10.8,21.3,84.6,10,31.1,2.5,9.4,"(38.76575161820, -121.302847708)"
TX,Tyler,4874144,96900,22.2,24.4,16.5,33.4,77.8,6.3,9.6,6.7,69.2,70.5,60.2,6.5,32.5,29.8,18.4,51.8,12.1,37,3.2,27.8,76.9,12.9,37.6,78.9,13,35,3.6,16.2,"(32.31540211830, -95.3050093799)"
NY,Buffalo,3611000,261310,13.4,28.5,18.5,36.1,75.8,5.8,12.7,7.1,75.9,72.8,58.5,8.5,29.8,27.8,24,58,13.3,34.7,3.4,32.2,82.7,15.5,36.4,85,15.8,42.4,4.2,22.8,"(42.90145182330, -78.8475237264)"
OK,Lawton,4041850,96867,18.7,23.2,14,32.6,71.5,5,10.2,5.8,67.8,65.6,56,7.1,40.2,28.1,22.5,56.8,10.1,33.9,2.8,30.4,76.7,15.4,30.8,81.7,13.4,34.8,3.1,19.4,"(34.61705648990, -98.4203934803)"
NY,Schenectady,3665508,66135,12.9,25.5,18.9,31.2,73.2,6,12.3,6.7,73.1,72.8,64.8,8.3,35.3,26.4,23.7,58.8,11,35.6,3,28.6,77.5,15.5,31.8,83.9,15,40.9,3.5,18.9,"(42.80252044140, -73.9275333869)"
TX,Laredo,4841464,236091,41.5,19.8,15.5,29.6,71.4,3.9,8.6,6.3,64.3,63.4,44.2,5.7,22.1,18.5,17.4,44.9,14.7,36,3.7,38.1,76.2,14.2,40.7,82.4,16,35.4,3.2,20.1,"(27.54825724750, -99.4867797312)"
SC,North Charleston,4550875,97471,21.3,24.5,18.4,34.2,74.8,4.9,10.2,5.7,64.2,69.6,63.3,7.2,38.4,30.8,22.2,51.7,12.3,35.6,3.1,28.9,79.4,16.4,35.2,82.1,14.7,39.1,3.7,20.5,"(32.91009150710, -80.0738525014)"
AZ,Glendale,427820,226721,17.4,23.8,16.4,28.2,70.7,5.5,10.4,5.8,64.9,71.6,59.4,6.5,32.9,29.3,18.9,59.9,10,36.1,3.1,25.7,79.1,14,29.8,NA,13.8,37.3,3.1,15.1,"(33.57961230890, -112.225306421)"
CA,Pleasanton,657792,70285,5.5,17.9,19.7,23.5,70.7,6.2,8,4.1,67.5,82.8,75,3.8,40.5,39.8,10.2,77.6,7.2,30.1,2.1,13,80,8.7,18.1,84.1,8.2,31.5,1.9,6,"(37.66560921710, -121.880775002)"
IN,Muncie,1851876,70085,14.1,24.7,16.2,31,73.7,5.5,11.5,6.7,66.6,61.9,60.6,8.4,33.6,27.8,24,55.8,10.5,37.4,3,28.9,74.2,16.9,35,77,13.9,36.3,3.4,21.7,"(40.19870983240, -85.3942940148)"
UT,West Valley City,4983470,129480,21.1,19.4,14.4,24.3,65.7,4.5,9.6,4.6,59.7,60.9,62.4,5.1,29.1,28.9,14.1,61.4,8.7,34,2.7,21.5,75.9,14.3,29.2,76.6,12.3,33.4,2.7,16.7,"(40.68876969620, -112.011667394)"
NJ,Clifton,3413690,84136,14.5,22.5,16.8,30.7,75.3,6.2,8.1,5.9,76.9,79.5,56.7,6,34.7,28.4,16.1,71.4,8.8,34.7,2.7,29.3,76.3,11.2,27.8,82.5,11.5,36.7,2.6,12.2,"(40.86312174250, -74.1575145342)"
CA,Perris,656700,68386,23.1,16.6,17.9,26.8,62.1,3.6,9.3,4.7,61.7,63.4,58.4,5.3,23.6,24.8,17.4,52,10.4,31.4,2.9,28.6,81.2,14.9,33,84.4,14.2,41.6,2.7,18.7,"(33.78973460940, -117.223291831)"
MA,Lowell,2537000,106519,11.7,22.3,16.4,28.3,75.2,5.1,10.9,5.6,72.6,71.1,61.5,6.6,28.2,26.1,20.1,57.1,9.7,34.8,2.7,26.7,81.9,15,26.2,79.5,12.9,36.7,2.9,23,"(42.63887273310, -71.3217143960)"
PA,Bethlehem,4206088,74982,12.4,27.7,18.7,31,77.2,6.7,10.1,6.7,71.1,71.8,62.9,6.6,39.4,32,18.2,62.2,10.1,34.6,2.9,27.2,78.3,13.2,31.4,81,12.5,37.1,3.1,15.6,"(40.62664025780, -75.3679048175)"
